published_year,num_pages,book_Title,Book_Author,year_of_Publication,image,categoryname,price,inStock,category,description
2009,,what a lady wants,Victoria Alexander,2009,http://books.google.com/books/content?id=ms8Sxy_sfEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,4,22,,"One bachelor down . . . three more to go. Four most desirable gentlemen have wagered one shilling apiece and a bottle of cognac that will go to the last unmarried man standing . . . Nigel Cavendish knows he'll marry one day, but hopefully that day is many years—and many women—in the future! Until then, the handsome, unrepentant rake intends to enjoy life's pleasures to the fullest! From the moment Lady Felicity Melville spies the adventurous scoundrel climbing from a neighbor's window—with his comely conquest's husband in hot pursuit—she knows Nigel is the answer to her prayers . . . with a little reformation, of course! Felicity craves excitement and who in all of London is more exciting than the infamous Mr. Cavendish? So what's a girl to do but hatch a scheme to win what she so fervently desires. But her plan works too well when a game of chance and an errant pistol shot abruptly make them husband and wife—but in a way neither wanted. Now Felicity has to prove to her wayward husband that she's the only woman he could ever want . . . or need!"
2009,,a little bit wicked,Victoria Alexander,2009,http://books.google.com/books/content?id=KPM0TYF7DNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fiction,7,28,,"Who will be the last unmarried man standing? No man in his right mind would want to get married, but every duke, earl, and viscount knows that a fellow must do his duty in the end. So four of London's most desirable gentlemen make a wager—the prize going to the one who remains unwed the longest. Gideon Pearsall, Viscount Warton, thinks he has a fair shot at winning. After all, he's managed to enjoy the favors of many a lady while resisting the parson's noose. Even when he's stopped dead in his tracks by the most scandalous woman in all of London—Judith, Lady Chester—he vows to have her bedded but never wedded. Beautiful, and more than a little bit naughty, Judith has always kept herself within the bounds of respectability, even while playing by her own rules. And the experience has taught her to avoid marriage. She has no desire to resist Warton's hot kisses, and his tempting touch is impossible to ignore. But soon both Judith and Gideon can't help but wonder . . . is it possible to be a little bit wicked and still follow your heart?"
2009,,the wit and wisdom of winston churchill,James C. Humes,2009,http://books.google.com/books/content?id=00d_C6Yf9m0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,history,4,26,,"An extremely entertaining compendium of bon mots, anecdotes, and trivia about Winston Churchill from a leading Churchill lecturer and performer -- useful for speakers, students, of history, and World War II buffs, as well as general readers."
2009,,"sleep, pale sister",Joanne Harris,2009,http://books.google.com/books/content?id=BLSAth-7Re8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fiction,1,22,,"Before the sweet delight of Chocolat, before the heady concoction that is Blackberry Wine, and before the tart pleasures of Five Quarters of the Orange, bestselling author Joanne Harris wrote Sleep, Pale Sister -- a gothic tourde-force that recalls the powerfully dark sensibility of her novel Holy Fools. Originally published in 1994 -- and never before available in the United States -- Sleep, Pale Sister is a hypnotically atmospheric story set in nineteenth century London. When puritanical artist Henry Chester sees delicate child beauty Effie, he makes her his favorite model and, before long, his bride. But Henry, volatile and repressed, is in love with an ideal. Passive, docile, and asexual, the woman he projects onto Effie is far from the woman she really is. And when Effie begins to discover the murderous depths of Henry's hypocrisy, her latent passion will rise to the surface. Sleep, Pale Sister combines the ethereal beauty of a Pre-Raphaelite painting with a chilling high gothic tale and is a testament to Harris's brimming cornucopia of talents. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."
2009,,the collected poetry of nikki giovanni,Nikki Giovanni,2009,http://books.google.com/books/content?id=nCgrT6bx0Y8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,poetry,1,29,,"This omnibus covers Nikki Giovanni's complete work of poetry from 1967–1983. THE COLLECTED POETRY OF NIKKI GIOVANNI will include the complete volumes of five adult books of poetry: Black Feeling Black Talk/Black Judgement, My House, The Women and the Men, Cotton Candy on a Rainy Day, and Those Who Ride the Night Winds. Nikki self–published her first book Black Feeling, Black Talk/BlackJudgement in 1969, selling 10,000 copies; William Morrow published in 1970. Know for its iconic revolutionary phrases, it is heralded as one of the most important volumes of modern African–American poetry and is considered the seminal volume of Nikki's body of work. My House (Morrow 1972) marks a new dimension in tone and philosphy––This is Giovanni's first foray into the autobiographical. In The Women and the Men (Morrow 1975), Nikki displays her compassion for the people, things and places she has encountered––She reveres the ordinary and is in search of the extraordinary. Cotton Candy on a Rainy Day (Morrow 1978) is one of the most poignant and introspective of all Giovanni's collections. These poems chronicle the drastic change that took place during the 1970s––when the dreams of the Civil Rights era seemed to have evaporated. Those Who Ride the Night Winds (Morrow 1983) is devoted to ""the day trippers and midnight cowboys,"" the ones who have devoted their lives to pushing the limits of the human condition and shattered the constraints of the stautus quo."
2010,,sugarplums and scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,2010,http://books.google.com/books/content?id=hcTOj-A6C70C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fiction,10,26,,"SUGARPLUMS AND SCANDAL brings together the best of romance and mystery in one delightful collection of Christmas tales. In the expert hands of six of Avon's best storytellers, the holiday season takes on an air of love and scandalous surprises! Filled with Christmas miracles, romance, and suspense, this will make the perfect gift for both romance and mystery fans. Each author brings their own unique voice and characters to the collection, as well as their fan followings. All I Want For Christmas is My Two Front Teeth – Lori Avocato The Lords of Misrule – Dana Cameron The Ghost of Christmas Passed – Mary Daheim Partners in Crime – Cait London Holly Go Lightly – Suzanne Macpherson A Very Vampy Christmas – Kerrelyn Sparks"
2010,,"how to buy, sell, and profit on ebay",Adam Ginsberg,2010,http://books.google.com/books/content?id=eNq_KlqjJdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,business & economics,5,25,,"A lively insider's guide to starting a successful small business selling items old and new on eBay, written with personal anecdotes, well–kept secrets, and insider tips by Adam Ginsberg, eBay's most successful private salesperson. This is the insider's guide to making money on eBay. Adam Ginsberg is the most successful seller on eBay, moving around a million dollars' worth of merchandise every month. Not only will he impart his personal secrets on how to sell on eBay –learned through years of experience – and his tips on expanding your small business using eBay as a global market, but he'll also give fun side–notes and anecdotes, keeping the book lively and making it a fun and interesting read. This book will be a must–have for all current and aspiring eBay sellers, all small–business owners, and anyone who wants to learn how to start a million–dollar company."
1993,118,owning your own shadow,Robert A. Johnson,1993,http://books.google.com/books/content?id=mLc9X3QCkR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,self-help,13,21,,"A bestselling author shows how we can reclaim and make peace with the ""shadow"" side of our personality."
1991,416,the world's religions,Huston Smith,1991,http://books.google.com/books/content?id=eDMIwLHwKOcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,5,27,,"Provides an introduction to Hinduism, Buddhism, Confucianism, Taoism, Islam, Judaism, Christianity, and the native traditions of the Americas, Australia, Africa, and Oceania"
1993,304,muhammad,Karen Armstrong,1993,http://books.google.com/books/content?id=FbDVDnPRXKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,11,29,,This vivid and detailed biography strips away centuries of distortion and myth and presents a balanced view of the man whose religion continues to dramatically affect the course of history.
1994,96,a manual for living,Epictetus,1994,http://books.google.com/books/content?id=cofP7FbBfAgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,religion,11,23,,The essence of perennial Stoic wisdom in aphorisms of stunning insight and simplicity. The West's first and best little instruction book offers thoroughly contemporary and pragmatic reflections on how best to live with serenity and joy.
1995,272,the pilgrimage,Paulo Coelho;Alan R. Clarke,1995,http://books.google.com/books/content?id=atdJcAL3MBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,20,,"Previously published as The Diary of a Magus, this book tells of Coelho's initiation into a spiritual path, leading to inner development and wisdom. He shares exercises in self-control and self-discovery, which he was taught on his pilgrimage along the ancient road to Santiago."
1996,212,the valkyries,Paulo Coelho,1996,http://books.google.com/books/content?id=jMT_h99Z_lUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,9,26,,"A Magical Tale About Forgiving Our Past and Believing in Our Future The enchanting, true story of The Valkyries begins in Rio de Janeiro when author Paulo Coelho gives his mysterious master J., the only manuscript for his book The Alchemist. Haunted by a devastating curse, Coelho confesses to J., ""I′ve seen my dreams fall apart just when I seemed about to achieve them."" In response, J. gives Coelho a daunting task: He must find and speak with his guardian angel. ""The curse can be broken,"" he replies, ""if you complete the task."" Rising to the challenge, Paulo and his wife, Cristina, drop everything, pack their bags, and take off on a forty day adventure into the starkly beautiful and sometimes dangerous Mojave Desert where they encounter more than they bargained for. A masterful blend of the exotic locales, dramatic adventure, and magical storytelling, for which Coelho′s fictional works are renowned, this true-life account is at once a modern-day adventure and a metaphysical odyssey."
2001,221,rainforest home remedies,Rosita Arvigo;Nadine Epstein,2001,http://books.google.com/books/content?id=DLnwOX0FlYEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,health & fitness,8,28,,"Rainforest Healing from Your Home and Garden Find alternatives to chemical anti-depressants and painkillers in your spice rack. Learn about natural anti-itch salves for insect bites. Soothe and relieve envy, grief, sadness, and fear the Maya way. Rid your house of negative energy with a Maya cleansing ritual. Try the easy-to-make bronchitis remedy."
1984,246,a circle of quiet,Madeleine L'Engle,1984,http://books.google.com/books/content?id=0r6LtMCHH3wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,religion,8,30,,This journal shares fruitful reflections on life and career prompted by the author's visit to her personal place of retreat near her country home.
1991,768,bulfinch's mythology,Richard P. Martin,1991,http://books.google.com/books/content?id=eev4uAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,reference,13,27,,"A beautiful gift edition of Thomas Bulfinch's classic retelling of famous myths and folk legends, with interpretive essays by Princeton classics professor Richard P. Martin."
1979,416,romanticism,Hugh Honour,1979,http://books.google.com/books/content?id=BsJHmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,art,15,25,,A study of the influence Romanticism exerts upon Western culture.
1993,144,betsy-tacy,Maud Hart Lovelace,1993,http://books.google.com/books/content?id=tfUCGyIfJzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,26,,"Best Friends Forever There are lots of children on Hill Street, but no little girls Betsy's age. So when a new family moves into the house across the street, Betsy hopes they will have a little girl she can play with. Sure enough, they do—a little girl named Tacy. And from the moment they meet at Betsy's fifth birthday party, Betsy and Tacy becoms such good friends that everyone starts to think of them as one person—Betsy-Tacy. Betsy and Tacy have lots of fun together. They make a playhouse from a piano box, have a sand store, and dress up and go calling. And one day, they come home to a wonderful surprise—a new friend named Tib. Ever since their first publication in the 1940's, the Betsy-Tacy stories have been loved by each generation of young readers."
1993,192,betsy and tacy go over the big hill,Maud Hart Lovelace,1993,http://books.google.com/books/content?id=iJSAmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,15,24,,"Betsy, Tacy, and Tib can't wait to be ten. After all, getting two numbers in your age is the beginning of growing up—exciting things are bound to happen. And they do! The girls fall in love with the King of Spain, perform in the School Entertainment, and for the first time, go all the way over the Big Hill to Little Syria by themselves. There Betsy, Tacy, and Tib make new friends and learn a thing or two. They learn that new Americans are sometimes the best Americans. And they learn that they themselves wouldn't want to be anything else. Ever since their first publication in the 1940s, the Betsy-Tacy stories have been loved by each generation of young readers."
1945,368,heaven to betsy,Maud Hart Lovelace,1945,http://books.google.com/books/content?id=q3H5yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,2,30,,A novel about the active lives of two rather different high school freshmen in 1906.
1986,192,the wish giver,Bill Brittain,1986,http://books.google.com/books/content?id=uYAY6WCsZgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,26,,"When a strange little man comes to the Coven Tree Church Social promising he can give people exactly what they ask for, three young believers-in-magic each make a wish that comes true in the most unexpected way."
1988,288,racso and the rats of nimh,Jane Leslie Conly,1988,http://books.google.com/books/content?id=MgoNv0g8pskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,10,29,,"‘Racso, a brash and boastful little rodent, is making his way to Thorn Valley, determined to learn how to read and write and become a hero. His bragging and lies get him off to a bad start, but a crisis gives him the opportunity to prove his mettle. A worthy successor [to Mrs. Frisby and the Rats of NIMH, a Newbery Medal winner by the author's father].' 'BL. 1986 Children's Editors' Choices (BL) Children's Choices for 1987 (IRA/CBC) Notable 1986 Childrens' Trade Books in Social Studies (NCSS/CBC) 1986 Children's Books (NY Public Library) Best Science Fiction/Fantasy 1986 (VOYA)"
1990,288,child of the owl,Laurence Yep,1990,http://books.google.com/books/content?id=IvP2bGRcViQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,13,24,,"Twelve-year-old Casey is waiting for the day that Barney, her father, hits it big -- 'cause when that horse comes in, he tells her, it's the penthouse suite. But then hr ends up in the hospital, and Casey is sent to Chinatown to live with her grandmother, Paw-Paw. Now the waiting seems longer than ever. Casey feels lost in Chinatown. She's not prepared for the Chinese school, the noisy crowds, missing her father. But Paw-Paw tells her about the mother Casey never knew, and about her family's owl charm and her true Chinese name. And Casey at last begins to understand that this -- Paw-Paw's Chinatown home, her parents' home -- is her home,too."
1991,272,"r-t, margaret, and the rats of nimh",Jane Leslie Conly,1991,http://books.google.com/books/content?id=WTHHHA80Q_oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,29,,"When Margaret and her younger brother, Artie, get lost in the woods on a family camping trip, they are rescued by rats -- the superintelligent rats of NIMH. Taken into the rat's community, the children are safe for the time being. But winter is coming. Margaret and Artie have to get back home. And when they do, they must protect the rats who have helped them. Everything depends on their silence... but it's hard to evade questions forever. Children's Choices for 1991 (IRA/CBC)VOYA's Best Science Fiction, Fantasy, and Horror 1990Parenting Honorable Mention, Reading Magic Award"
1992,208,the rainbow people,Laurence Yep,1992,http://books.google.com/books/content?id=5AHwqNDuiCwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,2,21,,"""Culled from 69 stories collected in a [1930s] WPA project, [these 20] tales are organized into sections with themes like 'Tricksters' or 'Virtues and Vices,' each with a thoughtful introduction placing the individual stories in the context of feelings and background of the original tellers. Yep's telling is vigorous, often poetic, imbued with earthy humor and realism touched with fatalism. A handsomely designed collection."" —K. Notable Children's Books of 1989 (ALA) The USA Through Children's Books 1990 (ALA) 1989 Boston Globe–Horn Book Award for Nonfiction 1990 Fanfare Honor List (The Horn Book) 1989 Children's Editors' Choices (BL) Notable 1989 Children's Trade Books in Social Studies (NCSS/CBC) Children's Books of 1989 (Library of Congress) 1989 Children's Books (NY Public Library) ""The Best Books"" 1989 (Parents Magazine)"
1995,352,dragon's gate,Laurence Yep,1995,http://books.google.com/books/content?id=7_8vo34TfMQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,7,21,,"In 1867, Otter travels from Three Willows Village in China to California -- the Land of the Golden Mountain. There he will join his father and uncle. In spite of the presence of family, Otter is a stranger among the other Chinese in this new land. And where he expected to see a land of goldfields, he sees only vast, cold whiteness. But Otter's dream is to learn all he can, take the technology back to the Middle Kingdom, and free China from the Manchu invaders. Otter and the others board a machine that will change his life -- a train for which he would open the Dragon's Gate."
1996,260,betsy's wedding,Maud Hart Lovelace,1996,http://books.google.com/books/content?id=aT6r0nSbMG8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,26,,"Betsy marries Joe, her high school sweetheart, and they have all the problems of young newlyweds, in a sixtieth anniversary edition of a beloved story which includes a new biographical section and a new forward. Original."
1996,321,betsy and the great world,Maud Hart Lovelace,1996,http://books.google.com/books/content?id=Vu1h2B2XoHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,23,,"In January 1914, with an unsuccessful college experience and a broken romance with Joe behind her, twenty-one-year-old Betsy, traveling alone for the first time, determines to enjoy every moment of her long trip around Europe."
1995,320,betsy was a junior,Maud Hart Lovelace,1995,http://books.google.com/books/content?id=TNcQQCH_NMgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,4,23,,A small town shortly after the turn of the century provides the background for this account of Betsy's third year at Deep Valley High. Reissue.
1995,192,crazy lady!,Jane Leslie Conly,1995,http://books.google.com/books/content?id=aJwh7yxnoMoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,5,24,,"Increasingly alienated from his widowed father, Vernon joins his friends in ridiculing the neighborhood outcasts'Maxine, an alcoholic prone to outrageous behavior, and Ronald, her retarded son. But when a social service agency tries to put Ronald into a special home, Vernon fights against the move. 1994 Newbery Honor Book Notable Children's Books of 1994 (ALA) 1994 Best Books for Young Adults (ALA) 1994 Young Adult Editors' Choices (BL) 1994 Books for the Teen Age (NY Public Library) Young Adult Choices for 1995 (IRA)"
1995,208,strawberry girl 60th anniversary edition,Lois Lenski,1995,http://books.google.com/books/content?id=AQXM28er0HUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,9,30,,"The land was theirs, but so were its hardships Strawberries -- big, ripe, and juicy. Ten-year-old Birdie Boyer can hardly wait to start picking them. But her family has just moved to the Florida backwoods, and they haven′t even begun their planting. "";Don′t count your biddies ′fore they′re hatched, gal young un!""; her father tells her. Making the new farm prosper is not easy. There is heat to suffer through, and droughts, and cold snaps. And, perhaps most worrisome of all for the Boyers, there are rowdy neighbors, just itching to start a feud."
1995,144,seven spiders spinning,Gregory Maguire,1995,http://books.google.com/books/content?id=VPf_uAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,27,,"When seven Siberian snow spiders, frozen during the Ice Age, defrost and escape en route to Harvard for analysis, they wreak havoc on a small New England town, disrupting the school Halloween pageant with hilarious results. An ALA Notable Children's Book. Reissue."
1995,256,american dragons,Laurence Yep,1995,http://books.google.com/books/content?id=-NZzW8s9EMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,20,,"Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American."
1996,128,the midwife's apprentice (rpkg),Karen Cushman,1996,http://books.google.com/books/content?id=Bhm76u8ZcHMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,10,20,,"'Like Cushman's 1995 Newbery Honor Book, Catherine, Called Birdy, this novel is about a strong young woman in medieval England who finds her own way home. This is a world, like Chaucer's, that's . . . dangerous, primitive and raucous. From the first page you're caught by the spirit of the homeless, nameless waif, somewhere around 12 years old. She gets the village midwife to take her in, befriends a cat, names herself Alyce, and learns something about delivering babies. When she fails, she runs away, but she picks herself up again and returns to work and independence.' --ALA Booklist (starred review). '. . .A fascinating view of a far distant time.' -- The Horn Book (starred review)"
1997,32,winter on the farm,Laura Ingalls Wilder,1997,http://books.google.com/books/content?id=IvlKH7fq3-MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,20,,"The Little House books tell the story of a little pioneer girl and her family as they traveled by covered wagon across the Midwest. Laura Ingalls Wilder's classic books, illustrated with Garth Williams' timeless artwork, have been cherished by millions of readers ever since they were first published over sixty years ago. This My First Little House Book introduces Almanzo Wilder, the young boy from Farmer Boy who would one day marry Laura Ingalls. In Winter on the Farm, Almanzo goes through his afternoon barn chores, and then sits down to eat a hearty farm supper with his family. In this first book about Almanzo, young readers are able to share in the warmth and joy of another Little House family and celebrate new Little House adventures. Winter on the Farm is the first in an ongoing series about Laura’s beloved farmer boy."
2001,321,down to the bonny glen,Melissa Wiley,2001,http://books.google.com/books/content?id=nO5OGr8anJ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,25,,"With the arrival of her new governess, Miss Crow, Martha begins to see that her work is quite important and soon realizes she could learn a great deal from her if she only took the time to get to know her. Simultaneous."
2001,281,monster,Walter Dean Myers,2001,http://books.google.com/books/content?id=se3BugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,10,22,,"FADE IN: INTERIOR: Early morning in CELL BLOCK D, MANHATTAN DETENTION CENTER. Steve (Voice-Over) Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady prosecutor called me ... Monster."
2000,304,emily of deep valley,Maud Hart Lovelace,2000,http://books.google.com/books/content?id=8uT9_Io3bYwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,29,,"After graduating high school, Emily Webster longs to go off to university with everyone else, but she must stay at home and take care of her grandfather, a Civil War veteran, and it is at home that she discovers many new adventures. Reprint."
2000,252,the trumpet of the swan,E. B. White,2000,http://books.google.com/books/content?id=2lybT5x8FCsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,7,30,,"Swan Song Like the rest of his family, Louis is a trumpeter swan. But unlike his four brothers and sisters, Louis can't trumpet joyfully. In fact, he can't even make a sound. And since he can't trumpet his love, the beautiful swan Serena pays absolutely no attention to him. Louis tries everything he can think of to win Serena's affection -- he even goes to school to learn to read and write. But nothing seems to work. Then his father steals him a real brass trumpet. Is a musical instrument the key to winning Louis his love?"
2002,144,the good liar,Gregory Maguire,2002,http://books.google.com/books/content?id=NLBPD7kd5YQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,6,20,,"Now an old man living in the United States, Marcel recalls his childhood in German-occupied France, especially the summer that he and his older brother RenT befriended a young German soldier. Reprint."
2004,176,old town in the green groves,Cynthia Rylant;Jim LaMarche,2004,http://books.google.com/books/content?id=YUQMAXdqvhgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,23,,"After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint."
2001,329,howl's moving castle,Diana Wynne Jones,2001,http://books.google.com/books/content?id=f3RHPfF7uCwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,6,25,,"In the land of Ingary, such things as spells, invisible cloaks, and seven-league boots were everyday things. The Witch of the Waste was another matter. After fifty years of quiet, it was rumored that the Witch was about to terrorize the country again. So when a moving black castle, blowing dark smoke from its four thin turrets, appeared on the horizon, everyone thought it was the Witch. The castle, however, belonged to Wizard Howl, who, it was said, liked to suck the souls of young girls. The Hatter sisters--Sophie, Lettie, and Martha--and all the other girls were warned not to venture into the streets alone. But that was only the beginning. In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howl's castle? Diana Wynne Jones's entrancing fantasy is filled with surprises at every turn, but when the final stormy duel between the Witch and the Wizard is finished, all the pieces fall magically into place."
2001,224,four stupid cupids,Gregory Maguire,2001,http://books.google.com/books/content?id=471OUKKACq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,9,22,,The students' scheme to find a love match for their beloved teacher on Valentine's Day turns into a comedy of errors when four stupid cupids from Ancient Greece try to help.
2001,184,charlotte's web (full color),E. B. White,2001,http://books.google.com/books/content?id=pylJbfNIwoIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,22,,"Beloved by generations, Charlotte's Web and Stuart Little are two of the most cherished stories of all time. Now, for the first time ever, these treasured classics are available in lavish new collectors' editions. In addition to a larger trim size, the original black-and-white art by Garth Williams has been lovingly colorized by renowned illustrator Rosemary Wells, adding another dimension to these two perfect books for young and old alike."
1998,80,little house friends,Heather Henson;Laura Ingalls Wilder,1998,http://books.google.com/books/content?id=gMZbAAfZwAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,24,,Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.
1998,80,christmas stories,Laura Ingalls Wilder,1998,http://books.google.com/books/content?id=qJxFQDe9AP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,25,,"Gentle adaptations of Laura Ingalls Wilder's celebrated Little House stories have been gathered together here in two new titles in our Little House Chapter Book series. In Christmas Stories, join Laura and her family for some pioneer Christmas celebrations. Christmas on the frontier means visits from friends, good things to eat, and presents! For Laura, every Christmas in the little house is better than the one before. Laura and her friends share wonderful adventures in Little House Friends. From racing ponies with cousin Lena to bobsled rides with Cap Garland and the gang, Laura loves spending time with her friends. Even mean old Nellie Oleson can't spoil Laura's fun!With simple text, entertaining stories, and Renee Graef's beautiful black-and-white artwork, Little House Chapter Books are the perfect way to introduce beginning chapter-book readers to the world of Little House."
1995,32,winter days in the big woods,Laura Ingalls Wilder,1995,http://books.google.com/books/content?id=H-igY69LTxcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,4,28,,"Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)"
1997,32,christmas in the big woods,Laura Ingalls Wilder,1997,http://books.google.com/books/content?id=FT1YpUwRYykC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,27,,"Long ago, a little girl named Laura Ingalls lived in a little house in the Big Woods of Wisconsin with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. Winter was just around the corner, and Laura worked hard to help make the little house ready for the cold days ahead. Soon there was frost on the windows and snow on the ground, but Laura and her folks were warm and cozy in their snug little house in the Big Woods. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventures in these very special picture books adapted from Laura Ingalls Wilder's beloved storybooks. Renée Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life."
1998,40,a little house birthday,Laura Ingalls Wilder,1998,http://books.google.com/books/content?id=fyfDRpzVoM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,21,,"Join the Ingalls family as they celebrate little Laura’s fifth birthday in the Big Woods of Wisconsin. There are special presents from everyone, and that night Laura falls asleep to the merry music of Pa’s fiddle. Renée Graef’s enchanting full-color illustrations, inspired by Garth Williams’s classic artwork, bring Laura and her family lovingly to life in our tenth My First Little House Book, adapted from Laura Ingalls Wilder’s beloved storybooks. It’s a Little House birthday to remember!"
1999,32,the deer in the wood,Laura Ingalls Wilder,1999,http://books.google.com/books/content?id=V7YDWiHI7m4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,6,27,,"Even the youngest child can enjoy a special adaptation of a classic Little House tale, as Laura and Mary listen to Pa talk about meeting a mother deer and her baby fawn deep in the Big Woods of Wisconsin."
1999,32,a little prairie house,Laura Ingalls Wilder,1999,http://books.google.com/books/content?id=pRSju95iidoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,5,26,,"Long, long ago, a little girl named Laura Ingalls headed west toward the prairie with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. They traveled far each day in their covered wagon, driving through tall grass until they found just the right spot for their new home. With the help of their kind neighbor, Mr. Edwards, Pa built a snug little house for the family in the middle of the wide-open prairie. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventure in these very special picture books adapted from Laura Ingalls Wilder's beloved story-books. Renee Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life. Renée Graef recieved her bachelor's degree in art from the University of Wisconsin at Madison. She is the illustrator of teh paper dolls and the Kirsten books in the American Girls Collection. She is also an avid hat collector, with over 150 hats at last count. She lives in Milwaukee, Wisconsin, with her huisband, Tim, and thier children, Maggie and Maxfeild.Join the Ingalls family as they pick a special spot on the prairie and build their snug log cabin home. Their new neighbor, Mr. Edwards, comes by to help, and after the hard work is through, everyone sings and dances to the joyful music of Pa's fiddle. Renee Graef's enchanting full-color illustrations, inspired by Garth William's classic artwork, bring Laura and her family lovingly to life in this eleventh title in the My First Little House Books series, adapted from Laura Ingalls Wilder's beloved storybooks."
1984,64,grizzwold,Syd Hoff,1984,http://books.google.com/books/content?id=Sy_X4g1pvzcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,21,,"Grizzwold the lovable bear is having a tough time finding somewhere to live. He's too big for most places, and too clumsy for others. He's not even any good as a live bearskin rug! Will Grizzwold ever find a home that's just right?"
